Mod:Item:MetaData, Localized Name
mysticalagriculture:chunk:12, 骷髅灵魂碎片
mysticalagriculture:chunk:13, 苦力怕灵魂碎片
mysticalagriculture:chunk:14, 蜘蛛灵魂碎片
mysticalagriculture:chunk:15, 兔子灵魂碎片
mysticalagriculture:chunk:16, 守护者灵魂碎片
mysticalagriculture:chunk:17, 烈焰人灵魂碎片
mysticalagriculture:chunk:18, 恶魂灵魂碎片
mysticalagriculture:chunk:19, 末影人灵魂碎片
mysticalagriculture:chunk:20, 凋零骷髅灵魂碎片
mysticalagriculture:chunk:21, 暴雪人灵魂碎片
mysticalagriculture:chunk:22, 狂风人灵魂碎片
mysticalagriculture:chunk:23, 地岩人灵魂碎片
mysticalagriculture:stone_essence, 石精华
mysticalagriculture:dirt_essence, 泥土精华
mysticalagriculture:nature_essence, 自然精华
mysticalagriculture:wood_essence, 木精华
mysticalagriculture:water_essence, 水精华
mysticalagriculture:ice_essence, 冰精华
mysticalagriculture:fire_essence, 火精华
mysticalagriculture:dye_essence, 染料精华
mysticalagriculture:nether_essence, 下界精华
mysticalagriculture:coal_essence, 煤精华
mysticalagriculture:iron_essence, 铁精华
mysticalagriculture:nether_quartz_essence, 下界石英精华
mysticalagriculture:glowstone_essence, 荧石精华
mysticalagriculture:redstone_essence, 红石精华
mysticalagriculture:obsidian_essence, 黑曜石精华
mysticalagriculture:gold_essence, 金精华
mysticalagriculture:lapis_lazuli_essence, 青金石精华
mysticalagriculture:end_essence, 末地精华
mysticalagriculture:experience_essence, 经验精华
mysticalagriculture:diamond_essence, 钻石精华
mysticalagriculture:emerald_essence, 绿宝石精华
mysticalagriculture:zombie_essence, 僵尸精华
mysticalagriculture:pig_essence, 猪精华
mysticalagriculture:chicken_essence, 鸡精华
mysticalagriculture:cow_essence, 牛精华
mysticalagriculture:sheep_essence, 羊精华
mysticalagriculture:slime_essence, 史莱姆精华
mysticalagriculture:skeleton_essence, 骷髅精华
mysticalagriculture:creeper_essence, 苦力怕精华
mysticalagriculture:spider_essence, 蜘蛛精华
mysticalagriculture:rabbit_essence, 兔子精华
mysticalagriculture:guardian_essence, 守护者精华
mysticalagriculture:blaze_essence, 烈焰人精华
mysticalagriculture:ghast_essence, 恶魂精华
mysticalagriculture:enderman_essence, 末影人精华
mysticalagriculture:wither_skeleton_essence, 凋零骷髅精华
mysticalagriculture:silicon_essence, 硅精华
mysticalagriculture:sulfur_essence, 硫磺精华
mysticalagriculture:aluminum_essence, 铝精华
mysticalagriculture:copper_essence, 铜精华
mysticalagriculture:saltpeter_essence, 硝石精华
mysticalagriculture:tin_essence, 锡精华
mysticalagriculture:bronze_essence, 青铜精华
mysticalagriculture:brass_essence, 黄铜精华
mysticalagriculture:silver_essence, 银精华
mysticalagriculture:lead_essence, 铅精华
mysticalagriculture:steel_essence, 钢精华
mysticalagriculture:nickel_essence, 镍精华
mysticalagriculture:constantan_essence, 康铜精华
mysticalagriculture:electrum_essence, 琥珀金精华
mysticalagriculture:invar_essence, 殷钢精华
mysticalagriculture:mithril_essence, 秘银精华
mysticalagriculture:platinum_essence, 铂精华
mysticalagriculture:iridium_essence, 铱精华
mysticalagriculture:amber_essence, 琥珀精华
mysticalagriculture:blizz_essence, 暴雪精华
mysticalagriculture:blitz_essence, 狂风精华
mysticalagriculture:basalz_essence, 地岩精华
mysticalagriculture:signalum_essence, 信素精华
mysticalagriculture:lumium_essence, 流明精华
mysticalagriculture:enderium_essence, 末影精华
mysticalagriculture:aluminum_brass_essence, 铝黄铜精华
mysticalagriculture:knightslime_essence, 史莱姆骑士精华
mysticalagriculture:ardite_essence, 阿迪特精华
mysticalagriculture:cobalt_essence, 钴精华
mysticalagriculture:manyullyn_essence, 玛玉灵精华
mysticalagriculture:grains_of_infinity_essence, 基岩粉精华
mysticalagriculture:electrical_steel_essence, 磁钢精华
mysticalagriculture:redstone_alloy_essence, 红石合金精华
mysticalagriculture:conductive_iron_essence, 导电铁精华
mysticalagriculture:soularium_essence, 魂金精华
mysticalagriculture:dark_steel_essence, 玄钢精华
mysticalagriculture:pulsating_iron_essence, 脉冲铁精华
mysticalagriculture:energetic_alloy_essence, 充能合金精华
mysticalagriculture:vibrant_alloy_essence, 振动合金精华
mysticalagriculture:end_steel_essence, 末影锭精华
mysticalagriculture:mystical_flower_essence, 神秘花精华
mysticalagriculture:manasteel_essence, 魔力钢精华
mysticalagriculture:elementium_essence, 源质钢精华
mysticalagriculture:terrasteel_essence, 泰拉钢精华
mysticalagriculture:quicksilver_essence, 水银精华
mysticalagriculture:thaumium_essence, 神秘锭精华
mysticalagriculture:void_metal_essence, 虚空金属精华
mysticalagriculture:osmium_essence, 锇精华
mysticalagriculture:glowstone_ingot_essence, 强化荧石锭精华
mysticalagriculture:refined_obsidian_essence, 强化黑曜石精华
mysticalagriculture:marble_essence, 大理石精华
mysticalagriculture:alumite_essence, 耐酸铝精华
mysticalagriculture:steeleaf_essence, 钢叶精华
mysticalagriculture:ironwood_essence, 铁树精华
mysticalagriculture:knightmetal_essence, 骑士金属精华
mysticalagriculture:fiery_ingot_essence, 炽铁精华
mysticalagriculture:coralium_essence, 珊瑚精华
mysticalagriculture:abyssalnite_essence, 深渊精华
mysticalagriculture:dreadium_essence, 恐惧精华
mysticalagriculture:aquamarine_essence, 海蓝宝石精华
mysticalagriculture:starmetal_essence, 星辉矿精华
mysticalagriculture:rock_crystal_essence, 水晶石精华
mysticalagriculture:draconium_essence, 龙精华
mysticalagriculture:sky_stone_essence, 陨石精华
mysticalagriculture:certus_quartz_essence, 赛特斯石英精华
mysticalagriculture:fluix_essence, 福鲁伊克斯精华
mysticalagriculture:tier1_inferium_seeds, 下级精华种子
mysticalagriculture:tier2_inferium_seeds, 初级精华种子
mysticalagriculture:tier3_inferium_seeds, 中级精华种子
mysticalagriculture:tier4_inferium_seeds, 高级精华种子
mysticalagriculture:tier5_inferium_seeds, 终极精华种子
mysticalagriculture:stone_seeds, 石种子
mysticalagriculture:dirt_seeds, 泥土种子
mysticalagriculture:nature_seeds, 自然种子
mysticalagriculture:wood_seeds, 木种子
mysticalagriculture:water_seeds, 水种子
mysticalagriculture:ice_seeds, 冰种子
mysticalagriculture:fire_seeds, 火种子
mysticalagriculture:dye_seeds, 染料种子
mysticalagriculture:nether_seeds, 下界种子
mysticalagriculture:coal_seeds, 煤种子
mysticalagriculture:iron_seeds, 铁种子
mysticalagriculture:nether_quartz_seeds, 下界石英种子
mysticalagriculture:glowstone_seeds, 荧石种子
mysticalagriculture:redstone_seeds, 红石种子
mysticalagriculture:obsidian_seeds, 黑曜石种子
mysticalagriculture:gold_seeds, 金种子
mysticalagriculture:lapis_lazuli_seeds, 青金石种子
mysticalagriculture:end_seeds, 末地种子
mysticalagriculture:experience_seeds, 经验种子
mysticalagriculture:diamond_seeds, 钻石种子
mysticalagriculture:emerald_seeds, 绿宝石种子
mysticalagriculture:zombie_seeds, 僵尸种子
mysticalagriculture:pig_seeds, 猪种子
mysticalagriculture:chicken_seeds, 鸡种子
mysticalagriculture:cow_seeds, 牛种子
mysticalagriculture:sheep_seeds, 羊种子
mysticalagriculture:slime_seeds, 史莱姆种子
mysticalagriculture:skeleton_seeds, 骷髅种子
mysticalagriculture:creeper_seeds, 苦力怕种子
mysticalagriculture:spider_seeds, 蜘蛛种子
mysticalagriculture:rabbit_seeds, 兔子种子
mysticalagriculture:guardian_seeds, 守护者种子
mysticalagriculture:blaze_seeds, 烈焰人种子
mysticalagriculture:ghast_seeds, 恶魂种子
mysticalagriculture:enderman_seeds, 末影人种子
mysticalagriculture:wither_skeleton_seeds, 凋零骷髅种子
mysticalagriculture:silicon_seeds, 硅种子
mysticalagriculture:sulfur_seeds, 硫磺种子
mysticalagriculture:aluminum_seeds, 铝种子
mysticalagriculture:copper_seeds, 铜种子
mysticalagriculture:saltpeter_seeds, 硝石种子
mysticalagriculture:tin_seeds, 锡种子
mysticalagriculture:bronze_seeds, 青铜种子
mysticalagriculture:brass_seeds, 黄铜种子
mysticalagriculture:silver_seeds, 银种子
mysticalagriculture:lead_seeds, 铅种子
mysticalagriculture:steel_seeds, 钢种子
mysticalagriculture:nickel_seeds, 镍种子
mysticalagriculture:constantan_seeds, 康铜种子
mysticalagriculture:electrum_seeds, 琥珀金种子
mysticalagriculture:invar_seeds, 殷钢种子
mysticalagriculture:mithril_seeds, 秘银种子
mysticalagriculture:platinum_seeds, 铂种子
mysticalagriculture:iridium_seeds, 铱种子
mysticalagriculture:amber_seeds, 琥珀种子
mysticalagriculture:blizz_seeds, 暴雪种子
mysticalagriculture:blitz_seeds, 狂风种子
mysticalagriculture:basalz_seeds, 地岩种子
mysticalagriculture:signalum_seeds, 信素种子
mysticalagriculture:lumium_seeds, 流明种子
mysticalagriculture:enderium_seeds, 末影锭种子
mysticalagriculture:aluminum_brass_seeds, 铝黄铜种子
mysticalagriculture:knightslime_seeds, 骑士史莱姆种子
mysticalagriculture:ardite_seeds, 阿迪特种子
mysticalagriculture:cobalt_seeds, 钴种子
mysticalagriculture:manyullyn_seeds, 玛玉灵种子
mysticalagriculture:grains_of_infinity_seeds, 基岩粉种子
mysticalagriculture:electrical_steel_seeds, 磁钢种子
mysticalagriculture:redstone_alloy_seeds, 红石合金种子
mysticalagriculture:conductive_iron_seeds, 导电铁种子
mysticalagriculture:soularium_seeds, 魂金种子
mysticalagriculture:dark_steel_seeds, 玄钢种子
mysticalagriculture:pulsating_iron_seeds, 脉冲铁种子
mysticalagriculture:energetic_alloy_seeds, 充能合金种子
mysticalagriculture:vibrant_alloy_seeds, 振动合金种子
mysticalagriculture:end_steel_seeds, 末地钢种子
mysticalagriculture:mystical_flower_seeds, 神秘花种子
mysticalagriculture:manasteel_seeds, 魔力钢种子
mysticalagriculture:elementium_seeds, 源质钢种子
mysticalagriculture:terrasteel_seeds, 泰拉钢种子
mysticalagriculture:quicksilver_seeds, 水银种子
mysticalagriculture:thaumium_seeds, 神秘锭种子
mysticalagriculture:void_metal_seeds, 虚空金属种子
mysticalagriculture:osmium_seeds, 锇种子
mysticalagriculture:glowstone_ingot_seeds, 强化荧石锭种子
mysticalagriculture:refined_obsidian_seeds, 强化黑曜石种子
mysticalagriculture:marble_seeds, 大理石种子
mysticalagriculture:alumite_seeds, 耐酸铝种子
mysticalagriculture:steeleaf_seeds, 钢叶种子
mysticalagriculture:ironwood_seeds, 铁树种子
mysticalagriculture:knightmetal_seeds, 骑士金属种子
mysticalagriculture:fiery_ingot_seeds, 炽热的铁锭种子
mysticalagriculture:coralium_seeds, 珊瑚种子
mysticalagriculture:abyssalnite_seeds, 深渊种子
mysticalagriculture:dreadium_seeds, 恐惧种子
mysticalagriculture:aquamarine_seeds, 海蓝宝石种子
mysticalagriculture:starmetal_seeds, 星辉矿种子
mysticalagriculture:rock_crystal_seeds, 水晶石种子
mysticalagriculture:draconium_seeds, 龙种子
mysticalagriculture:sky_stone_seeds, 陨石种子
mysticalagriculture:certus_quartz_seeds, 赛特斯石英种子
mysticalagriculture:fluix_seeds, 福鲁伊克斯水晶种子
mysticalagriculture:gear:0, §e下级精华工具核心
mysticalagriculture:gear:1, §a初级精华工具核心
mysticalagriculture:gear:2, §6中级精华工具核心
mysticalagriculture:gear:3, §b高级精华工具核心
mysticalagriculture:gear:4, §c终极精华工具核心
mysticalagriculture:gear:5, §e下级精华装甲核心
mysticalagriculture:gear:6, §a初级精华装甲核心
mysticalagriculture:gear:7, §6中级精华装甲核心
mysticalagriculture:gear:8, §b高级精华装甲核心
mysticalagriculture:gear:9, §c终极精华装甲核心
mysticalagriculture:gear:15, §e下级精华箭头
mysticalagriculture:gear:16, §a初级精华箭头
mysticalagriculture:gear:17, §6中级精华箭头
mysticalagriculture:gear:18, §b高级精华箭头
mysticalagriculture:gear:19, §c终极精华箭头
mysticalagriculture:charm:0, 空白首饰
mysticalagriculture:charm:1, 魔符：夜视
mysticalagriculture:charm:2, 魔符：伤害吸收
mysticalagriculture:charm:3, 魔符：凋零抗性提升
mysticalagriculture:charm:4, 魔符：抗毒
mysticalagriculture:charm:5, 魔符：防火
mysticalagriculture:charm:6, 魔符：抗性提升
mysticalagriculture:charm:7, 魔符：力量
mysticalagriculture:charm:8, 魔符：力量2
mysticalagriculture:charm:9, 魔符：速度
mysticalagriculture:charm:10, 魔符：跳跃提升
mysticalagriculture:charm:11, 魔符：矿工的希望
mysticalagriculture:charm:12, 魔符：彩虹
mysticalagriculture:charm:13, 魔符：快速拉弓
mysticalagriculture:charm:14, 魔符：三重射击
mysticalagriculture:charm:15, 附魔：开采AOE
mysticalagriculture:charm:16, 魔符：攻击AOE
mysticalagriculture:charm:17, 魔符：耕地AOE
mysticalagriculture:charm:18, 魔符：剪毛AOE
mysticalagriculture:charm:19, 魔符：收割AOE
mysticalagriculture:charm:20, 魔符：镰刀AOE
mysticalagriculture:inferium_arrow, §e下级精华箭
mysticalagriculture:prudentium_arrow, §a初级精华箭
mysticalagriculture:intermedium_arrow, §6中级精华箭
mysticalagriculture:superium_arrow, §b高级精华箭
mysticalagriculture:supremium_arrow, §c终极精华箭
mysticalagriculture:inferium_sword, §e下级精华剑
mysticalagriculture:inferium_pickaxe, §e下级精华镐
mysticalagriculture:inferium_shovel, §e下级精华锹
mysticalagriculture:inferium_axe, §e下级精华斧
mysticalagriculture:inferium_hoe, §e下级精华锄
mysticalagriculture:inferium_shears, §e下级精华剪刀
mysticalagriculture:inferium_bow, §e下级精华弓
mysticalagriculture:inferium_sickle, §e下级精华镰刀
mysticalagriculture:inferium_scythe, §e下级精华长柄镰刀
mysticalagriculture:inferium_fishing_rod, §e下级精华钓竿
mysticalagriculture:prudentium_sword, §a初级精华剑
mysticalagriculture:prudentium_pickaxe, §a初级精华镐
mysticalagriculture:prudentium_shovel, §a初级精华锹
mysticalagriculture:prudentium_axe, §a初级精华斧
mysticalagriculture:prudentium_hoe, §a初级精华锄
mysticalagriculture:prudentium_shears, §a初级精华剪刀
mysticalagriculture:prudentium_bow, §a初级精华弓
mysticalagriculture:prudentium_sickle, §a初级精华镰刀
mysticalagriculture:prudentium_scythe, §a初级精华长柄镰刀
mysticalagriculture:prudentium_fishing_rod, §a初级精华钓竿
mysticalagriculture:intermedium_sword, §6中级精华剑
mysticalagriculture:intermedium_pickaxe, §6中级精华镐
mysticalagriculture:intermedium_shovel, §6中级精华锹
mysticalagriculture:intermedium_axe, §6中级精华斧
mysticalagriculture:intermedium_hoe, §6中级精华锄
mysticalagriculture:intermedium_shears, §6中级精华剪刀
mysticalagriculture:intermedium_bow, §6中级精华弓
mysticalagriculture:intermedium_sickle, §6中级精华镰刀
mysticalagriculture:intermedium_scythe, §6中级精华长柄镰刀
mysticalagriculture:intermedium_fishing_rod, §6中级精华钓竿
mysticalagriculture:superium_sword, §b高级精华剑
mysticalagriculture:superium_pickaxe, §b高级精华镐
mysticalagriculture:superium_shovel, §b高级精华锹
mysticalagriculture:superium_axe, §b高级精华斧
mysticalagriculture:superium_hoe, §b高级精华锄
mysticalagriculture:superium_shears, §b高级精华剪刀
mysticalagriculture:superium_bow, §b高级精华弓
mysticalagriculture:superium_sickle, §b高级精华镰刀
mysticalagriculture:superium_scythe, §b高级精华长柄镰刀
mysticalagriculture:superium_fishing_rod, §b高级精华钓竿
mysticalagriculture:supremium_sword, §c终极精华剑
mysticalagriculture:supremium_pickaxe, §c终极精华镐
mysticalagriculture:supremium_shovel, §c终极精华锹
mysticalagriculture:supremium_axe, §c终极精华斧
mysticalagriculture:supremium_hoe, §c终极精华锄
mysticalagriculture:supremium_shears, §c终极精华剪刀
mysticalagriculture:supremium_bow, §c终极精华弓
mysticalagriculture:supremium_sickle, §c终极精华镰刀
mysticalagriculture:supremium_scythe, §c终极精华长柄镰刀
mysticalagriculture:supremium_fishing_rod, §c终极精华钓竿
mysticalagriculture:inferium_helmet, §e下级精华头盔
mysticalagriculture:inferium_chestplate, §e下级精华胸甲
mysticalagriculture:inferium_leggings, §e下级精华护腿
mysticalagriculture:inferium_boots, §e下级精华靴子
mysticalagriculture:prudentium_helmet, §a初级精华头盔
mysticalagriculture:prudentium_chestplate, §a初级精华胸甲
mysticalagriculture:prudentium_leggings, §a初级精华护腿
mysticalagriculture:prudentium_boots, §a初级精华靴子
mysticalagriculture:intermedium_helmet, §6中级精华头盔
mysticalagriculture:intermedium_chestplate, §6中级精华胸甲
mysticalagriculture:intermedium_leggings, §6中级精华护腿
mysticalagriculture:intermedium_boots, §6中级精华靴子
mysticalagriculture:superium_helmet, §b高级精华头盔
mysticalagriculture:superium_chestplate, §b高级精华胸甲
mysticalagriculture:superium_leggings, §b高级精华护腿
mysticalagriculture:superium_boots, §b高级精华靴子
mysticalagriculture:supremium_helmet, §c终极精华头盔
mysticalagriculture:supremium_chestplate, §c终极精华胸甲
mysticalagriculture:supremium_leggings, §c终极精华护腿
mysticalagriculture:supremium_boots, §c终极精华靴子
oeintegration:excavatemodifier, 挖掘强化
plustic:pipe_piece:0, 磁钢枪管
plustic:pipe_piece:0, 充能合金枪管
plustic:pipe_piece:0, 振动合金枪管
plustic:pipe_piece:0, 红石合金枪管
plustic:pipe_piece:0, 导电铁枪管
plustic:pipe_piece:0, 脉冲铁枪管
plustic:pipe_piece:0, 玄钢枪管
plustic:pipe_piece:0, 魂金枪管
plustic:pipe_piece:0, 末地钢枪管
plustic:pipe_piece:0, 铁合金枪管
plustic:pipe_piece:0, 娜迦鳞片 枪管
plustic:pipe_piece:0, 钢叶 枪管
plustic:pipe_piece:0, 炽铁 枪管
plustic:pipe_piece:0, 骑士金属 枪管
plustic:pipe_piece:0, 木 枪管
plustic:pipe_piece:0, 圆石 枪管
plustic:pipe_piece:0, 燧石 枪管
plustic:pipe_piece:0, 仙人掌 枪管
plustic:pipe_piece:0, 骨头 枪管
plustic:pipe_piece:0, 黑曜石 枪管
plustic:pipe_piece:0, 海晶石 枪管
plustic:pipe_piece:0, 末地石 枪管
plustic:pipe_piece:0, 海绵 枪管
plustic:pipe_piece:0, 烈焰木 枪管
plustic:pipe_piece:0, 铁 枪管
plustic:pipe_piece:0, 生铁 枪管
plustic:pipe_piece:0, 骑士史莱姆 枪管
plustic:pipe_piece:0, 史莱姆 枪管
plustic:pipe_piece:0, 史莱姆 枪管
plustic:pipe_piece:0, 熔岩史莱姆 枪管
plustic:pipe_piece:0, 地狱岩 枪管
plustic:pipe_piece:0, 钴 枪管
plustic:pipe_piece:0, 阿迪特 枪管
plustic:pipe_piece:0, 玛玉灵 枪管
plustic:pipe_piece:0, 铜 枪管
plustic:pipe_piece:0, 青铜 枪管
plustic:pipe_piece:0, 铅 枪管
plustic:pipe_piece:0, 银 枪管
plustic:pipe_piece:0, 琥珀金 枪管
plustic:pipe_piece:0, 钢 枪管
plustic:pipe_piece:0, 渊素 枪管
plustic:pipe_piece:0, 精炼珊瑚 枪管
plustic:pipe_piece:0, 惧质 枪管
plustic:pipe_piece:0, 注血 枪管
plustic:pipe_piece:0, 注血铁 枪管
plustic:pipe_piece:0, 魔法木质枪管
plustic:pipe_piece:0, 恶魔灌注枪管
plustic:pipe_piece:0, 附魔枪管
plustic:pipe_piece:0, 恶魔枪管
plustic:pipe_piece:0, 焦黑石英 枪管
plustic:pipe_piece:0, 红石水晶 枪管
plustic:pipe_piece:0, 青金石水晶 枪管
plustic:pipe_piece:0, 钻石水晶 枪管
plustic:pipe_piece:0, 煤晶 枪管
plustic:pipe_piece:0, 绿宝石水晶 枪管
plustic:pipe_piece:0, 铁晶 枪管
plustic:pipe_piece:0, 阳光化合物 枪管
plustic:pipe_piece:0, 陨石 枪管
plustic:pipe_piece:0, 赛特斯石英 枪管
plustic:pipe_piece:0, 福鲁伊克斯水晶 枪管
plustic:pipe_piece:0, 福鲁伊克斯钢 枪管
plustic:pipe_piece:0, 海蓝宝石 枪管
plustic:pipe_piece:0, 星辉 枪管
plustic:pipe_piece:0, 水晶矩阵 枪管
plustic:pipe_piece:0, 中子素 枪管
plustic:pipe_piece:0, 无尽 枪管
plustic:pipe_piece:0, 束缚 枪管
plustic:pipe_piece:0, 感知 枪管
plustic:pipe_piece:0, 活石 枪管
plustic:pipe_piece:0, 活木 枪管
plustic:pipe_piece:0, 梦之木 枪管
plustic:pipe_piece:0, 魔力钢 枪管
plustic:pipe_piece:0, 泰拉钢 枪管
plustic:pipe_piece:0, 源质钢 枪管
plustic:pipe_piece:0, 龙 枪管
plustic:pipe_piece:0, 飞龙 枪管
plustic:pipe_piece:0, 神龙 枪管
plustic:pipe_piece:0, 混沌 枪管
plustic:pipe_piece:0, 莱泽尔 枪管
plustic:pipe_piece:0, 艾洛蒂 枪管
plustic:pipe_piece:0, 凯罗尼 枪管
plustic:pipe_piece:0, 普雷蒂 枪管
plustic:pipe_piece:0, 艾恩尼 枪管
plustic:pipe_piece:0, 以太 枪管
plustic:pipe_piece:0, 蓝丝黛尔石 枪管
plustic:pipe_piece:0, 云母 枪管
plustic:pipe_piece:0, 磷灰石 枪管
plustic:pipe_piece:0, 蕴魔源质 枪管
plustic:pipe_piece:0, 肉 枪管
plustic:pipe_piece:0, 史莱姆枪管
plustic:pipe_piece:0, 粉色金属 枪管
plustic:pipe_piece:0, 橡胶 枪管
plustic:pipe_piece:0, 高级合金 枪管
plustic:pipe_piece:0, 能量金属 枪管
plustic:pipe_piece:0, 碳纤维 枪管
plustic:pipe_piece:0, 铱 枪管
plustic:pipe_piece:0, UU金属 枪管
plustic:pipe_piece:0, 强化荧石 枪管
plustic:pipe_piece:0, HDPE 枪管
plustic:pipe_piece:0, 幽魂木 枪管
plustic:pipe_piece:0, 血木 枪管
plustic:pipe_piece:0, 黑暗木 枪管
plustic:pipe_piece:0, 熔融木 枪管
plustic:pipe_piece:0, 红石琥珀金 枪管
plustic:pipe_piece:0, 红石水晶 枪管
plustic:pipe_piece:0, 极寒末影 枪管
plustic:pipe_piece:0, 极寒水晶 枪管
plustic:pipe_piece:0, 神秘 枪管
plustic:pipe_piece:0, 虚空金属 枪管
plustic:pipe_piece:0, 元金 枪管
plustic:pipe_piece:0, 锡 枪管
plustic:pipe_piece:0, 铝 枪管
plustic:pipe_piece:0, 铂 枪管
plustic:pipe_piece:0, 殷钢 枪管
plustic:pipe_piece:0, 康铜 枪管
plustic:pipe_piece:0, 信素 枪管
plustic:pipe_piece:0, 流明 枪管
plustic:pipe_piece:0, 基岩 枪管
plustic:pipe_piece:0, 附魔菜梗子 枪管
plustic:pipe_piece:0, 不稳定大轩 枪管
plustic:pipe_piece:0, 大轩 枪管
plustic:pipe_piece:0, 附魔大轩 枪管
plustic:pipe_piece:0, 究极屑大轩 枪管
plustic:pipe_piece:0, 暗无 枪管
plustic:pipe_piece:0, 欧芒 枪管
plustic:pipe_piece:0, 下级精华 枪管
plustic:pipe_piece:0, 初级精华 枪管
plustic:pipe_piece:0, 中级精华 枪管
plustic:pipe_piece:0, 高级精华 枪管
plustic:pipe_piece:0, 终极精华 枪管
plustic:pipe_piece:0, 终焉精华 枪管
plustic:pipe_piece:0, 欧皇 枪管
plustic:pipe_piece:0, 菜梗子 枪管
plustic:pipe_piece:0, 秘银 枪管
plustic:pipe_piece:0, 精金 枪管
plustic:pipe_piece:0, 秘金 枪管
plustic:pipe_piece:0, 撒普拉斯 枪管
plustic:pipe_piece:0, 故障灌注 枪管
plustic:pipe_piece:0, 呆毛 枪管
plustic:pipe_piece:0, 金梗子 枪管
plustic:pipe_piece:0, 耐酸铝 枪管
plustic:pipe_piece:0, 锇荧黑曜合金 枪管
plustic:pipe_piece:0, 铱锇合金 枪管
plustic:pipe_piece:0, 泰伯利亚 枪管
plustic:pipe_piece:0, 极光金属 枪管
plustic:pipe_piece:0, 钷 枪管
plustic:pipe_piece:0, 杜兰特 枪管
plustic:pipe_piece:0, 瓦雷利亚 枪管
plustic:pipe_piece:0, 振金 枪管
plustic:pipe_piece:0, 地母 枪管
plustic:pipe_piece:0, 钯 枪管
plustic:pipe_piece:0, 雾金 枪管
plustic:pipe_piece:0, 零素 枪管
plustic:pipe_piece:0, 玄武岩 枪管
plustic:pipe_piece:0, 泰伯利安 枪管
plustic:pipe_piece:0, 碎金 枪管
plustic:pipe_piece:0, 瑟蓝 枪管
plustic:pipe_piece:0, 普罗克希 枪管
plustic:pipe_piece:0, 漩金 枪管
plustic:pipe_piece:0, 焰晶 枪管
plustic:pipe_piece:0, 帝金 枪管
plustic:pipe_piece:0, 阳光合金 枪管
plustic:pipe_piece:0, 铿金 枪管
plustic:pipe_piece:0, 烈金 枪管
plustic:pipe_piece:0, 辐光合金 枪管
plustic:pipe_piece:0, 流光合金 枪管
plustic:pipe_piece:0, 地动合金 枪管
plustic:pipe_piece:0, 曜金 枪管
plustic:pipe_piece:0, 铌 枪管
plustic:pipe_piece:0, 原金 枪管
plustic:pipe_piece:0, 陨铁 枪管
plustic:pipe_piece:0, 黑陨铁 枪管
plustic:pipe_piece:0, 蕴魔结晶 枪管
plustic:pipe_piece:0, 绿宝石 枪管
plustic:laser_medium:0, 圆石 激光传导器
plustic:laser_medium:0, 海晶石 激光传导器
plustic:laser_medium:0, 烈焰棒 激光传导器
plustic:laser_medium:0, 末地烛 激光传导器
plustic:laser_medium:0, 赛特斯石英 激光传导器
plustic:laser_medium:0, 福鲁伊克斯水晶 激光传导器
plustic:laser_medium:0, 无尽 激光传导器
plustic:laser_medium:0, 混沌 激光传导器
plustic:laser_medium:0, 强化荧石 激光传导器
plustic:battery_cell:0, 圆石 蓄电池
plustic:battery_cell:0, 玛玉灵 蓄电池
plustic:battery_cell:0, 铜 蓄电池
plustic:battery_cell:0, 银 蓄电池
plustic:battery_cell:0, 烈焰棒 蓄电池
plustic:battery_cell:0, 末地烛 蓄电池
plustic:battery_cell:0, 福鲁伊克斯水晶 蓄电池
plustic:laser_gun, 镭射枪
plustic:katana, 武士刀
plustic:mirionnugget, 蕴魔结晶粒
plustic:mirioningot, 蕴魔结晶锭
plustic:mirionblock, 蕴魔结晶块
pouchofunknown:pouch, 未知之袋
prefab:block_compressed_stone, 压缩石头
prefab:block_double_compressed_stone, 双倍压缩石头
prefab:block_triple_compressed_stone, 三倍压缩石头
prefab:block_compressed_glowstone, 压缩荧石
prefab:block_double_compressed_glowstone, 双倍压缩荧石
prefab:block_compressed_dirt, 压缩泥土
prefab:block_double_compressed_dirt, 双倍压缩泥土
prefab:block_compressed_obsidian, 压缩黑曜石
prefab:block_double_compressed_obsidian, 双倍压缩黑曜石
prefab:block_paper_lantern, 纸灯笼
prefab:block_phasing, 相位方块
prefab:block_boundary, 壁障方块
prefab:block_glass_stairs, 玻璃楼梯
prefab:block_andesite_stairs, 安山岩楼梯
prefab:block_diorite_stairs, 闪长岩楼梯
prefab:block_granite_stairs, 花岗岩楼梯
prefab:item_logo, item.prefab:item_logo.name
prefab:item_start_house, 初始小屋
prefab:item_compressed_chest, 压缩箱子
prefab:item_pile_of_bricks, 砖块堆
prefab:item_pallet_of_bricks, 砖块平台
prefab:item_warehouse_upgrade, 仓库升级
prefab:item_bundle_of_timber, 木柴堆
prefab:item_instant_bridge, 便捷桥
prefab:item_string_of_lanterns, 灯具串
prefab:item_coil_of_lanterns, 灯具捆
prefab:item_moderate_house, 豪华小屋
prefab:item_bulldozer, 整地器
prefab:item_creative_bulldozer, 创意挖掘机
prefab:item_structure_part, 结构部件
prefab:item_advanced_chicken_coop, 高级鸡舍
prefab:item_advanced_horse_stable, 高级马厩
prefab:item_barn, 牲畜棚
prefab:item_machinery_tower, 机械塔
prefab:item_defense_bunker, 防御掩体
prefab:item_mineshaft_entrance, 矿坑入口
prefab:item_ender_gateway, 末地门
prefab:item_aqua_base, 水下基地
prefab:item_grassy_plain, 草地
prefab:item_magic_temple, 魔法寺庙
prefab:item_green_house, 温室
